peptide_id	GO_id	GO_Def	Evalues
Eucgr.E02037.1.p	-	-	-
Eucgr.E02040.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[2.2e-50]
Eucgr.E02044.1.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[5.8e-09]
Eucgr.E02045.1.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[5.2e-08]
Eucgr.E02046.1.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[7.7e-08]
Eucgr.E02047.1.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[1.1e-08]
Eucgr.E02051.1.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[4.5e-09]
Eucgr.E02053.1.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[8.5e-08]
Eucgr.E02054.1.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[2.4e-08]
Eucgr.E02057.1.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[7e-08]
Eucgr.E02058.1.p	GO:0006950	GO:0006950[response to stress]	GO:0006950[5.3e-39]
Eucgr.E02058.2.p	GO:0006950	GO:0006950[response to stress]	GO:0006950[5.3e-39]
Eucgr.E02060.1.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[8.6e-10]
Eucgr.E02061.1.p	GO:0006950	GO:0006950[response to stress]	GO:0006950[7.1e-23]
Eucgr.E02066.1.p	GO:0006950	GO:0006950[response to stress]	GO:0006950[6.1e-36]
Eucgr.E02067.1.p	GO:0006950	GO:0006950[response to stress]	GO:0006950[1.2e-21]
Eucgr.E02068.1.p	GO:0006950	GO:0006950[response to stress]	GO:0006950[2e-28]
Eucgr.E02069.1.p	GO:0006950	GO:0006950[response to stress]	GO:0006950[2e-38]
Eucgr.E02070.1.p	GO:0006950	GO:0006950[response to stress]	GO:0006950[2.3e-38]
Eucgr.E02071.1.p	GO:0006950	GO:0006950[response to stress]	GO:0006950[2e-38]
Eucgr.E02072.1.p	-	-	-
Eucgr.E02072.2.p	-	-	-
Eucgr.E02072.3.p	-	-	-
Eucgr.E02075.1.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[3.2e-07]
Eucgr.E02079.1.p	GO:0016491,GO:0055114	GO:0016491[oxidoreductase activity]; GO:0055114[oxidation-reduction process]	GO:0016491[6.1e-17]; GO:0055114[6.1e-17]
Eucgr.E02080.1.p	GO:0003735,GO:0006412,GO:0005840,GO:0005622	GO:0003735[structural constituent of ribosome]; GO:0006412[translation]; GO:0005840[ribosome]; GO:0005622[intracellular]	GO:0003735[1.6e-21]; GO:0006412[1.6e-21]; GO:0005840[1.6e-21]; GO:0005622[1.6e-21]
Eucgr.E02081.1.p	-	-	-
Eucgr.E02097.1.p	GO:0016491,GO:0055114	GO:0016491[oxidoreductase activity]; GO:0055114[oxidation-reduction process]	GO:0016491[4.1e-17]; GO:0055114[4.1e-17]
Eucgr.E02100.1.p	GO:0008270	GO:0008270[zinc ion binding]	GO:0008270[1.3e-39]
Eucgr.E02102.1.p	GO:0002100,GO:0008251,GO:0008270	GO:0002100[tRNA wobble adenosine to inosine editing]; GO:0008251[tRNA-specific adenosine deaminase activity]; GO:0008270[zinc ion binding]	GO:0002100[2.3e-12]; GO:0008251[2.3e-12]; GO:0008270[3.1e-14]
Eucgr.E02103.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[1.4e-44]; GO:0043531[1.1e-27]; GO:0007165[1.4e-44]
Eucgr.E02109.1.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[3.5e-05]
Eucgr.E02114.1.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[7.3e-07]
Eucgr.E02125.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[7.7e-21]
Eucgr.E02129.1.p	-	-	-
Eucgr.E02131.1.p	GO:0006094,GO:0004347,GO:0006096	GO:0006094[gluconeogenesis]; GO:0004347[glucose-6-phosphate isomerase activity]; GO:0006096[glycolytic process]	GO:0006094[3.7e-11]; GO:0004347[3.7e-11]; GO:0006096[3.7e-11]
Eucgr.E02135.1.p	GO:0007264,GO:0005525	GO:0007264[small GTPase mediated signal transduction]; GO:0005525[GTP binding]	GO:0007264[6.1e-07]; GO:0005525[6.1e-07]
Eucgr.E02138.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[8.1e-45]; GO:0043531[2.3e-28]; GO:0007165[8.1e-45]
Eucgr.E02141.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[3.2e-44]; GO:0043531[1.1e-28]; GO:0007165[3.2e-44]
Eucgr.E02142.1.p	GO:0002100,GO:0008251,GO:0008270	GO:0002100[tRNA wobble adenosine to inosine editing]; GO:0008251[tRNA-specific adenosine deaminase activity]; GO:0008270[zinc ion binding]	GO:0002100[9.8e-11]; GO:0008251[9.8e-11]; GO:0008270[7.5e-12]
Eucgr.E02143.1.p	GO:0005515,GO:0043531	GO:0005515[protein binding]; GO:0043531[ADP binding]	GO:0005515[2.3e-10]; GO:0043531[4e-31]
Eucgr.E02144.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[6.9e-43]; GO:0043531[1.5e-32]; GO:0007165[6.9e-43]
Eucgr.E02157.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[3.4e-41]; GO:0043531[7.7e-27]; GO:0007165[3.4e-41]
Eucgr.E02160.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[5.3e-43]; GO:0043531[3.3e-31]; GO:0007165[5.3e-43]
Eucgr.E02163.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[1.3e-06]
Eucgr.E02169.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[1.1e-40]; GO:0043531[3.2e-27]; GO:0007165[1.1e-40]
Eucgr.E02171.1.p	GO:0002100,GO:0008251,GO:0008270	GO:0002100[tRNA wobble adenosine to inosine editing]; GO:0008251[tRNA-specific adenosine deaminase activity]; GO:0008270[zinc ion binding]	GO:0002100[2.4e-18]; GO:0008251[2.4e-18]; GO:0008270[2.1e-21]
Eucgr.E02174.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[1.7e-38]; GO:0043531[1.4e-30]; GO:0007165[1.7e-38]
Eucgr.E02177.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[3.8e-42]; GO:0043531[2.7e-31]; GO:0007165[3.8e-42]
Eucgr.E02181.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[2.6e-43]; GO:0043531[1.1e-27]; GO:0007165[2.6e-43]
Eucgr.E02183.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[1.5e-42]; GO:0043531[3.2e-31]; GO:0007165[1.5e-42]
Eucgr.E02191.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[1.3e-22]; GO:0043531[2e-28]; GO:0007165[1.3e-22]
Eucgr.E02194.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[5.6e-39]
Eucgr.E02196.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[9.2e-24]; GO:0043531[7.1e-33]; GO:0007165[9.2e-24]
Eucgr.E02199.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[2.3e-40]; GO:0043531[5e-20]; GO:0007165[2.3e-40]
Eucgr.E02201.1.p	GO:0002100,GO:0008251,GO:0008270	GO:0002100[tRNA wobble adenosine to inosine editing]; GO:0008251[tRNA-specific adenosine deaminase activity]; GO:0008270[zinc ion binding]	GO:0002100[2.5e-13]; GO:0008251[2.5e-13]; GO:0008270[1.3e-15]
Eucgr.E02203.1.p	GO:0005515,GO:0007165	GO:0005515[protein binding]; GO:0007165[signal transduction]	GO:0005515[4.1e-34]; GO:0007165[4.1e-34]
Eucgr.E02205.1.p	GO:0008270	GO:0008270[zinc ion binding]	GO:0008270[8.2e-27]
Eucgr.E02206.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[5.9e-41]; GO:0043531[8.9e-26]; GO:0007165[5.9e-41]
Eucgr.E02212.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[7.5e-43]; GO:0043531[3.4e-32]; GO:0007165[7.5e-43]
Eucgr.E02219.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[7.7e-45]; GO:0043531[1.4e-33]; GO:0007165[7.7e-45]
Eucgr.E02228.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[4.3e-42]; GO:0043531[1.7e-30]; GO:0007165[4.3e-42]
Eucgr.E02229.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[1.1e-43]; GO:0043531[1.9e-29]; GO:0007165[1.1e-43]
Eucgr.E02234.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[2.6e-45]; GO:0043531[3.2e-25]; GO:0007165[2.6e-45]
Eucgr.E02240.1.p	GO:0008270	GO:0008270[zinc ion binding]	GO:0008270[3.4e-05]
Eucgr.E02242.1.p	GO:0008270	GO:0008270[zinc ion binding]	GO:0008270[8.2e-18]
Eucgr.E02243.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[4.7e-44]; GO:0043531[2.7e-05]; GO:0007165[4.7e-44]
Eucgr.E02247.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[1.2e-05]
Eucgr.E02249.1.p	-	-	-
Eucgr.E02253.1.p	GO:0008270	GO:0008270[zinc ion binding]	GO:0008270[1.3e-15]
Eucgr.E02254.1.p	-	-	-
Eucgr.E02263.1.p	GO:0006508,GO:0004197,GO:0008234	GO:0006508[proteolysis]; GO:0004197[cysteine-type endopeptidase activity]; GO:0008234[cysteine-type peptidase activity]	GO:0006508[4.5e-77]; GO:0004197[4.5e-77]; GO:0008234[4.5e-77]
Eucgr.E02282.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[8.5e-09]; GO:0043531[3.1e-32]; GO:0007165[8.5e-09]
Eucgr.E02286.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[5.4e-43]; GO:0043531[2.8e-27]; GO:0007165[5.4e-43]
Eucgr.E02289.1.p	-	-	-
Eucgr.E02292.1.p	GO:0008270	GO:0008270[zinc ion binding]	GO:0008270[6.6e-18]
Eucgr.E02293.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[6.5e-41]; GO:0043531[4.6e-33]; GO:0007165[6.5e-41]
Eucgr.E02306.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[3.7e-37]; GO:0043531[1e-31]; GO:0007165[3.7e-37]
Eucgr.E02310.1.p	GO:0051287,GO:0055114	GO:0051287[NAD binding]; GO:0055114[oxidation-reduction process]	GO:0051287[7.6e-06]; GO:0055114[9.1e-28]
Eucgr.E02313.1.p	GO:0008270	GO:0008270[zinc ion binding]	GO:0008270[2.8e-36]
Eucgr.E02314.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[5.5e-26]; GO:0043531[3.3e-28]; GO:0007165[5.5e-26]
Eucgr.E02315.1.p	GO:0005515,GO:0043531,GO:0007165	GO:0005515[protein binding]; GO:0043531[ADP binding]; GO:0007165[signal transduction]	GO:0005515[6.8e-36]; GO:0043531[7e-23]; GO:0007165[6.8e-36]
Eucgr.E02319.1.p	GO:0051287,GO:0055114	GO:0051287[NAD binding]; GO:0055114[oxidation-reduction process]	GO:0051287[1.7e-06]; GO:0055114[2.3e-27]
Eucgr.E02324.1.p	GO:0016020,GO:0005215,GO:0006810	GO:0016020[membrane]; GO:0005215[transporter activity]; GO:0006810[transport]	GO:0016020[1.3e-62]; GO:0005215[1.3e-62]; GO:0006810[1.3e-62]
Eucgr.E02325.1.p	GO:0016020,GO:0005215,GO:0006810	GO:0016020[membrane]; GO:0005215[transporter activity]; GO:0006810[transport]	GO:0016020[1.1e-62]; GO:0005215[1.1e-62]; GO:0006810[1.1e-62]
Eucgr.E02329.1.p	GO:0003735,GO:0006412,GO:0005840,GO:0005622	GO:0003735[structural constituent of ribosome]; GO:0006412[translation]; GO:0005840[ribosome]; GO:0005622[intracellular]	GO:0003735[1.4e-31]; GO:0006412[1.4e-31]; GO:0005840[1.4e-31]; GO:0005622[1.4e-31]
Eucgr.E02332.1.p	GO:0005506,GO:0016705,GO:0020037,GO:0055114	GO:0005506[iron ion binding]; GO:0016705[oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen]; GO:0020037[heme binding]; GO:0055114[oxidation-reduction process]	GO:0005506[3.5e-110]; GO:0016705[3.5e-110]; GO:0020037[3.5e-110]; GO:0055114[3.5e-110]
Eucgr.E02335.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[1.6e-08]
Eucgr.E02337.1.p	GO:0006950,GO:0005516	GO:0006950[response to stress]; GO:0005516[calmodulin binding]	GO:0006950[3.8e-36]; GO:0005516[3.8e-36]
Eucgr.E02338.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[3.2e-08]
Eucgr.E02344.1.p	-	-	-
Eucgr.E02345.1.p	GO:0016758,GO:0008152	GO:0016758[transferase activity, transferring hexosyl groups]; GO:0008152[metabolic process]	GO:0016758[3.5e-31]; GO:0008152[3.5e-31]
Eucgr.E02351.1.p	GO:0006468,GO:0005515,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0005515[protein binding]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.2e-24]; GO:0005515[4.8e-06]; GO:0004672[1.2e-24]; GO:0005524[1.2e-24]
Eucgr.E02357.1.p	GO:0045182,GO:0006417	GO:0045182[translation regulator activity]; GO:0006417[regulation of translation]	GO:0045182[2.1e-06]; GO:0006417[2.1e-06]
Eucgr.E02358.1.p	GO:0016021	GO:0016021[integral component of membrane]	GO:0016021[8.8e-50]
Eucgr.E02360.1.p	GO:0006508,GO:0008236	GO:0006508[proteolysis]; GO:0008236[serine-type peptidase activity]	GO:0006508[9e-47]; GO:0008236[9e-47]
Eucgr.E02360.2.p	GO:0006508,GO:0008236	GO:0006508[proteolysis]; GO:0008236[serine-type peptidase activity]	GO:0006508[9e-47]; GO:0008236[9e-47]
Eucgr.E02360.3.p	GO:0006508,GO:0008236	GO:0006508[proteolysis]; GO:0008236[serine-type peptidase activity]	GO:0006508[8.4e-47]; GO:0008236[8.4e-47]
Eucgr.E02361.1.p	-	-	-
Eucgr.E02361.2.p	-	-	-
Eucgr.E02363.1.p	GO:0008124,GO:0006729	GO:0008124[4-alpha-hydroxytetrahydrobiopterin dehydratase activity]; GO:0006729[tetrahydrobiopterin biosynthetic process]	GO:0008124[7.9e-27]; GO:0006729[7.9e-27]
Eucgr.E02363.2.p	GO:0008124,GO:0006729	GO:0008124[4-alpha-hydroxytetrahydrobiopterin dehydratase activity]; GO:0006729[tetrahydrobiopterin biosynthetic process]	GO:0008124[3.6e-27]; GO:0006729[3.6e-27]
Eucgr.E02363.3.p	GO:0008124,GO:0006729	GO:0008124[4-alpha-hydroxytetrahydrobiopterin dehydratase activity]; GO:0006729[tetrahydrobiopterin biosynthetic process]	GO:0008124[3.6e-27]; GO:0006729[3.6e-27]
Eucgr.E02363.4.p	GO:0008124,GO:0006729	GO:0008124[4-alpha-hydroxytetrahydrobiopterin dehydratase activity]; GO:0006729[tetrahydrobiopterin biosynthetic process]	GO:0008124[6.7e-27]; GO:0006729[6.7e-27]
Eucgr.E02366.1.p	GO:0016491,GO:0055114	GO:0016491[oxidoreductase activity]; GO:0055114[oxidation-reduction process]	GO:0016491[1.6e-20]; GO:0055114[1.6e-20]
Eucgr.E02366.2.p	GO:0016491,GO:0055114	GO:0016491[oxidoreductase activity]; GO:0055114[oxidation-reduction process]	GO:0016491[1.5e-20]; GO:0055114[1.5e-20]
Eucgr.E02370.1.p	-	-	-
Eucgr.E02371.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[9.1e-28]; GO:0004672[9.1e-28]; GO:0005524[9.1e-28]
Eucgr.E02374.1.p	GO:0005515	GO:0005515[protein binding]	GO:0005515[1.8e-39]
Eucgr.E02375.1.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[1.9e-31]
Eucgr.E02375.2.p	GO:0003677	GO:0003677[DNA binding]	GO:0003677[1.8e-17]
Eucgr.E02376.1.p	GO:0006508,GO:0008234	GO:0006508[proteolysis]; GO:0008234[cysteine-type peptidase activity]	GO:0006508[6.2e-76]; GO:0008234[6.2e-76]
Eucgr.E02378.1.p	GO:0006508,GO:0008234	GO:0006508[proteolysis]; GO:0008234[cysteine-type peptidase activity]	GO:0006508[4.3e-62]; GO:0008234[4.3e-62]
Eucgr.E02379.1.p	GO:0006811,GO:0005216,GO:0055085,GO:0005509,GO:0016020	GO:0006811[ion transport]; GO:0005216[ion channel activity]; GO:0055085[transmembrane transport]; GO:0005509[calcium ion binding]; GO:0016020[membrane]	GO:0006811[6.8e-06]; GO:0005216[6.8e-06]; GO:0055085[6.8e-06]; GO:0005509[2.5e-05]; GO:0016020[6.8e-06]
Eucgr.E02380.1.p	-	-	-
Eucgr.E02380.2.p	-	-	-
Eucgr.E02381.1.p	-	-	-
Eucgr.E02387.1.p	-	-	-
Eucgr.E02388.1.p	GO:0003677,GO:0046983	GO:0003677[DNA binding]; GO:0046983[protein dimerization activity]	GO:0003677[2.7e-22]; GO:0046983[2.7e-22]
Eucgr.E02390.1.p	GO:0016021,GO:0015299,GO:0006812,GO:0055085	GO:0016021[integral component of membrane]; GO:0015299[solute:proton antiporter activity]; GO:0006812[cation transport]; GO:0055085[transmembrane transport]	GO:0016021[4.6e-44]; GO:0015299[4.6e-44]; GO:0006812[4.6e-44]; GO:0055085[4.6e-44]
Eucgr.E02392.1.p	GO:0003824,GO:0055114,GO:0050662,GO:0006694,GO:0016616,GO:0003854	GO:0003824[catalytic activity]; GO:0055114[oxidation-reduction process]; GO:0050662[coenzyme binding]; GO:0006694[steroid biosynthetic process]; GO:0016616[oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor]; GO:0003854[3-beta-hydroxy-delta5-steroid dehydrogenase activity]	GO:0003824[4.7e-10]; GO:0055114[2e-08]; GO:0050662[4.7e-10]; GO:0006694[2e-08]; GO:0016616[2e-08]; GO:0003854[2e-08]
Eucgr.E02395.1.p	-	-	-
Eucgr.E02396.1.p	GO:0006811,GO:0005216,GO:0055085,GO:0016020	GO:0006811[ion transport]; GO:0005216[ion channel activity]; GO:0055085[transmembrane transport]; GO:0016020[membrane]	GO:0006811[2.5e-34]; GO:0005216[2.5e-34]; GO:0055085[2.5e-34]; GO:0016020[2.5e-34]
Eucgr.E02397.1.p	GO:0006457,GO:0016272,GO:0051082	GO:0006457[protein folding]; GO:0016272[prefoldin complex]; GO:0051082[unfolded protein binding]	GO:0006457[1.3e-25]; GO:0016272[1.3e-25]; GO:0051082[1.3e-25]
Eucgr.E02397.2.p	GO:0006457,GO:0016272,GO:0051082	GO:0006457[protein folding]; GO:0016272[prefoldin complex]; GO:0051082[unfolded protein binding]	GO:0006457[4.1e-22]; GO:0016272[4.1e-22]; GO:0051082[4.1e-22]
Eucgr.E02401.1.p	GO:0008168,GO:0008152	GO:0008168[methyltransferase activity]; GO:0008152[metabolic process]	GO:0008168[6.7e-138]; GO:0008152[6.7e-138]
Eucgr.E02406.1.p	GO:0016798	GO:0016798[hydrolase activity, acting on glycosyl bonds]	GO:0016798[6.3e-06]
Eucgr.E02408.1.p	-	-	-
Eucgr.E02409.1.p	-	-	-
Eucgr.E02409.2.p	-	-	-
Eucgr.E02416.1.p	-	-	-
Eucgr.E02417.1.p	GO:0005515,GO:0008270,GO:0016567,GO:0004842	GO:0005515[protein binding]; GO:0008270[zinc ion binding]; GO:0016567[protein ubiquitination]; GO:0004842[ubiquitin-protein transferase activity]	GO:0005515[1.7e-12]; GO:0008270[1.9e-06]; GO:0016567[1.6e-17]; GO:0004842[1.6e-17]
Eucgr.E02420.1.p	GO:0016491,GO:0018580,GO:0003824,GO:0055114	GO:0016491[oxidoreductase activity]; GO:0018580[nitronate monooxygenase activity]; GO:0003824[catalytic activity]; GO:0055114[oxidation-reduction process]	GO:0016491[3.9e-137]; GO:0018580[5.3e-07]; GO:0003824[5.3e-07]; GO:0055114[5.3e-07]
Eucgr.E02420.2.p	GO:0016491,GO:0018580,GO:0003824,GO:0055114	GO:0016491[oxidoreductase activity]; GO:0018580[nitronate monooxygenase activity]; GO:0003824[catalytic activity]; GO:0055114[oxidation-reduction process]	GO:0016491[8.4e-102]; GO:0018580[3.5e-07]; GO:0003824[1.5e-07]; GO:0055114[1.5e-07]
Eucgr.E02422.1.p	GO:0006508,GO:0004252	GO:0006508[proteolysis]; GO:0004252[serine-type endopeptidase activity]	GO:0006508[2e-13]; GO:0004252[2e-13]
Eucgr.E02424.1.p	GO:0003723	GO:0003723[RNA binding]	GO:0003723[8.1e-68]
Eucgr.E02425.1.p	-	-	-
Eucgr.E02428.1.p	GO:0005634,GO:0042254	GO:0005634[nucleus]; GO:0042254[ribosome biogenesis]	GO:0005634[3.9e-52]; GO:0042254[3.9e-52]
Eucgr.E02430.1.p	GO:0003677,GO:0003676,GO:0016787,GO:0005524	GO:0003677[DNA binding]; GO:0003676[nucleic acid binding]; GO:0016787[hydrolase activity]; GO:0005524[ATP binding]	GO:0003677[2.4e-07]; GO:0003676[4.4e-34]; GO:0016787[2.4e-07]; GO:0005524[4.4e-34]
Eucgr.E02430.2.p	GO:0003677,GO:0003676,GO:0016787,GO:0005524	GO:0003677[DNA binding]; GO:0003676[nucleic acid binding]; GO:0016787[hydrolase activity]; GO:0005524[ATP binding]	GO:0003677[2.2e-07]; GO:0003676[3.3e-34]; GO:0016787[2.2e-07]; GO:0005524[3.3e-34]
Eucgr.E02430.3.p	GO:0003676,GO:0005524	GO:0003676[nucleic acid binding]; GO:0005524[ATP binding]	GO:0003676[2.4e-15]; GO:0005524[2.4e-15]
Eucgr.E02431.1.p	GO:0005882,GO:0005198	GO:0005882[intermediate filament]; GO:0005198[structural molecule activity]	GO:0005882[2.5e-06]; GO:0005198[2.5e-06]
Eucgr.E02434.1.p	GO:0003690,GO:0006355	GO:0003690[double-stranded DNA binding]; GO:0006355[regulation of transcription, DNA-templated]	GO:0003690[9.3e-42]; GO:0006355[9.3e-42]
Eucgr.E02436.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.3e-14]; GO:0004672[1.3e-14]; GO:0005524[1.3e-14]
Eucgr.E02437.1.p	GO:0006468,GO:0004672	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]	GO:0006468[3.2e-08]; GO:0004672[3.2e-08]
Eucgr.E02439.1.p	GO:0006468,GO:0004674,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004674[protein serine/threonine kinase activity]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[6.9e-48]; GO:0004674[1.1e-05]; GO:0004672[6.9e-48]; GO:0005524[2.5e-44]
Eucgr.E02439.2.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[2.1e-47]; GO:0004672[2.1e-47]; GO:0005524[4.7e-44]
Eucgr.E02439.3.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[3.1e-33]; GO:0004672[3.1e-33]; GO:0005524[1.3e-32]
Eucgr.E02440.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.1e-13]; GO:0004672[1.1e-13]; GO:0005524[2.1e-11]
Eucgr.E02441.1.p	GO:0006468,GO:0004674,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004674[protein serine/threonine kinase activity]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[8.4e-47]; GO:0004674[4.7e-06]; GO:0004672[8.4e-47]; GO:0005524[3.7e-44]
Eucgr.E02443.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.7e-34]; GO:0004672[1.7e-34]; GO:0005524[5.9e-31]
Eucgr.E02444.1.p	GO:0006468,GO:0004674,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004674[protein serine/threonine kinase activity]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[1.1e-45]; GO:0004674[6.4e-07]; GO:0004672[1.1e-45]; GO:0005524[4.7e-43]
Eucgr.E02444.2.p	GO:0006468,GO:0004674,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004674[protein serine/threonine kinase activity]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[9.2e-46]; GO:0004674[5.6e-07]; GO:0004672[9.2e-46]; GO:0005524[4.5e-43]
Eucgr.E02444.3.p	GO:0006468,GO:0004674,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004674[protein serine/threonine kinase activity]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[3.7e-46]; GO:0004674[5.6e-07]; GO:0004672[3.7e-46]; GO:0005524[3.1e-43]
Eucgr.E02445.1.p	GO:0006468,GO:0004672,GO:0005524	GO:0006468[protein phosphorylation]; GO:0004672[protein kinase activity]; GO:0005524[ATP binding]	GO:0006468[4.7e-13]; GO:0004672[4.7e-13]; GO:0005524[7.2e-07]
